opendate,trade,changeratio,turnover,netamount,ratioamount
2017-09-06,13.8800,0.439834,0,263761.6400,0.999999
2017-09-07,15.2700,0.100144,0.545256,30540.0000,1
2017-09-08,16.8000,0.100196,2.29089,141170.4000,1
2017-09-11,18.4800,0.1,3.36696,228228.0000,1
2017-09-12,20.3300,0.100108,12.4463,537789.4900,0.579436
2017-09-13,22.3600,0.0998524,25.1644,1160551.0800,0.562311
2017-09-14,24.6000,0.100179,13.1952,246000.0000,0.206612
2017-09-15,27.0600,0.1,43.9485,3028095.1800,0.694174
2017-09-18,28.4800,0.052476,5471.09,53250564.0600,0.0920961
2017-09-19,31.3300,0.10007,3551.2,175616327.3900,0.443792
2017-09-20,34.4600,0.0999042,5771.98,163911531.8600,0.229976
2017-09-21,31.7100,-0.0798027,5694.91,-102282596.6600,-0.146567
2017-09-22,32.0000,0.00914538,4355.55,10837888.9900,0.0212249
2017-09-25,30.7900,-0.0378125,3046.94,-45123094.3800,-0.128135
2017-09-26,28.1200,-0.0867165,2967.76,-50059506.4900,-0.160785
2017-09-27,28.5400,0.014936,2220.42,-19448710.7300,-0.0862525
2017-09-28,27.0400,-0.0525578,2116.02,-25984238.9200,-0.120759
2017-09-29,25.9700,-0.039571,2069.46,-18748989.2300,-0.0941355
2017-10-09,26.2400,0.0103966,1268.21,-4213396.1000,-0.0347952
2017-10-10,27.1200,0.0335366,1840.38,-2882978.0100,-0.0158711
2017-10-11,26.4500,-0.024705,1395.31,-23961800.1500,-0.175984
2017-10-12,25.8600,-0.0223062,1138.56,-16076038.8100,-0.149217
2017-10-13,26.0200,0.00618716,921.064,2052222.7800,0.023301
2017-10-16,27.2400,0.046887,2533.35,4106351.1900,0.0166197
2017-10-17,28.0400,0.0293686,2701.12,15531072.0600,0.0566561
2017-10-18,26.9200,-0.0399429,1714.05,-28754813.8900,-0.167342
2017-10-19,25.6200,-0.0482912,1184.75,-18541352.5700,-0.163775
2017-10-20,25.8300,0.00819672,808.274,-1442368.8000,-0.0189409
2017-10-23,25.9000,0.00271003,805.773,-7563106.3900,-0.0993942
2017-10-24,25.7200,-0.00694981,823.218,-7352977.9600,-0.0942476
2017-10-25,25.8200,0.00388802,796.948,-6513379.5300,-0.0867054
2017-10-26,25.8100,-0.000387297,982.22,-7184888.1200,-0.0776407
2017-10-27,26.4600,0.025184,1330.73,5622143.4200,0.0438845
2017-10-30,23.9800,-0.0937264,1320.57,-27090539.4000,-0.224523
2017-10-31,23.9000,-0.00333611,804.914,-11446315.3400,-0.162637
2017-11-01,23.9300,0.00125523,660.987,-3038677.7200,-0.0521683
2017-11-02,23.5800,-0.014626,863.16,-7472117.1500,-0.100303
2017-11-03,23.6000,0.000848176,647.691,-2872483.0900,-0.0510859
2017-11-06,24.1600,0.0237288,736.51,8139928.4400,0.125822
2017-11-07,23.8300,-0.0136589,674.348,-8139496.9100,-0.138522
2017-11-08,24.8100,0.0411246,1468.32,16515946.6500,0.124243
2017-11-09,24.7000,-0.0044337,815.138,-12352940.6300,-0.1688
2017-11-10,24.4000,-0.0121457,828.333,-10314456.9500,-0.137719
2017-11-13,24.2500,-0.00614754,561.575,-4600630.3100,-0.091977
2017-11-14,23.7100,-0.022268,682.71,-9404784.0300,-0.155537
2017-11-15,22.6300,-0.0455504,816.579,-11908746.6300,-0.173668
2017-11-16,21.7900,-0.0371189,665.068,-7529381.1100,-0.138926
2017-11-17,20.2000,-0.0729693,842.053,-6479467.6300,-0.100452
2017-11-20,20.3600,0.00792079,499.673,-3469259.0900,-0.0941059
2017-11-21,20.1500,-0.0103143,462.98,-3076865.5500,-0.090117
2017-11-22,19.9000,-0.0124069,441.988,-2510212.9100,-0.0775636
2017-11-23,18.8800,-0.0512563,599.281,-5509723.2200,-0.129734
2017-11-24,18.7900,-0.00476695,345.293,-1812622.9000,-0.0758454
2017-11-27,18.9900,0.010644,407.097,-801994.5500,-0.0285371
2017-11-28,19.3300,0.0179042,428.178,3393973.9700,0.112334
2017-11-29,19.0800,-0.0129333,429.772,-4893210.4900,-0.163713
2017-11-30,19.1100,0.00157233,331.958,-1087558.5400,-0.0466303
2017-12-01,19.2900,0.00941915,355.208,3038166.5900,0.121477
2017-12-04,18.1500,-0.059098,584.944,-13513681.0600,-0.339387
2017-12-05,16.8700,-0.0705234,492.339,-3638484.5300,-0.115869
2017-12-06,17.3700,0.0296384,427.488,851891.7000,0.0317424
2017-12-07,17.3800,0.000575705,307.446,-19352.6500,-0.000988101
2017-12-08,17.9900,0.0350978,481.732,2177990.4200,0.0690434
2017-12-11,18.1500,0.00889383,329.98,-232698.7300,-0.0107098
2017-12-12,17.6100,-0.0297521,376.034,-9447183.2000,-0.38678
2017-12-13,18.1200,0.0289608,355.151,5528008.3000,0.23729
2017-12-14,19.9300,0.0998896,1329.1,26193137.8500,0.281011
2017-12-15,20.4100,0.0240843,1953.53,926773.8300,0.00639169
2017-12-18,19.6100,-0.0391965,866.362,-14615941.4000,-0.231449
2017-12-19,20.7400,0.0576237,1355.47,7844225.9700,0.0769657
2017-12-20,20.8500,0.00530376,1023.46,-13378276.9500,-0.175047
2017-12-21,20.3200,-0.0254197,749.847,-3666550.7400,-0.0651052
2017-12-22,19.8100,-0.0250984,731.195,-10947256.5900,-0.203906
2017-12-25,19.8200,0.000504796,783.839,-4364943.0900,-0.0785583
2017-12-26,20.5600,0.037336,1151.01,10047806.7800,0.117194
2017-12-27,19.9400,-0.0301556,811.979,-15583662.9000,-0.259064
2017-12-28,21.1300,0.059679,1983.53,19101192.7300,0.125415
2017-12-29,20.2700,-0.0407004,1107.3,-15701124.3600,-0.188691
2018-01-02,20.2900,0.00098668,636.11,-2296633.5200,-0.0487003
2018-01-03,20.2700,-0.000985707,749.259,-6716575.9800,-0.122489
2018-01-04,19.9700,-0.0148002,591.755,-4957375.2000,-0.113167
2018-01-05,19.7000,-0.0135203,470.808,-9654699.6600,-0.280348
2018-01-08,19.1800,-0.0263959,736.767,-9379026.2300,-0.180539
2018-01-09,19.5600,0.0198123,515.531,2523800.7000,0.0687114
2018-01-10,18.8200,-0.0378323,644.702,-15263432.1800,-0.339149
2018-01-11,19.1400,0.0170032,592.506,6503088.1100,0.157035
2018-01-12,19.6300,0.0256008,939.491,-1963735.6000,-0.0290433
2018-01-15,20.2400,0.0310749,1544.63,136001.5000,0.00119495
2018-01-16,22.2600,0.0998024,2317.9,73654922.8100,0.402305
2018-01-17,21.6000,-0.0296496,3370.98,-22240086.5700,-0.079315
2018-01-18,22.2900,0.0319444,2346.35,-10627099.1600,-0.0550064
2018-01-19,21.2600,-0.0462091,1673.75,-22250263.7700,-0.167866
2018-01-22,19.8400,-0.0667921,1476.59,-17610175.4300,-0.16196
2018-01-23,19.9600,0.00604839,713.374,1099241.5200,0.0211714
2018-01-24,20.2000,0.012024,771.955,-6242049.4400,-0.109238
2018-01-25,20.8400,0.0316832,1642.7,4624415.1200,0.0367527
2018-01-26,20.1200,-0.0345489,929.441,-21171953.6500,-0.304286
2018-01-29,20.5000,0.0188867,860.313,-1109808.3900,-0.0173155
2018-01-30,20.8200,0.0156098,821.174,-4912998.7200,-0.079833
2018-01-31,21.3500,0.0254563,1889.52,8317378.0300,0.0563664
2018-02-01,19.2200,-0.0997658,1475.6,-26349655.9700,-0.242664
2018-02-02,17.8600,-0.0707596,939.968,-8921649.1800,-0.145252
2018-02-05,17.1300,-0.0408735,510.878,-7296280.6700,-0.224602
2018-02-06,15.4300,-0.0992411,760.296,-9482655.7500,-0.210983
