opendate,trade,changeratio,turnover,netamount,ratioamount
2010-09-01,0.0,0.0,0.0,0.0,0.0
2010-09-02,0.0,0.0,0.0,0.0,0.0
2010-09-03,0.0,0.0,0.0,0.0,0.0
2010-09-06,0.0,0.0,0.0,0.0,0.0
2010-09-07,0.0,0.0,0.0,0.0,0.0
2010-09-08,0.0,0.0,0.0,0.0,0.0
2010-09-09,0.0,0.0,0.0,0.0,0.0
2010-09-10,0.0,0.0,0.0,0.0,0.0
2010-09-13,0.0,0.0,0.0,0.0,0.0
2010-09-14,0.0,0.0,0.0,0.0,0.0
2010-09-15,39.99,0.388542,8859.42,-2384366.35,-0.0020164
2010-09-16,40.49,0.0125031,4887.34,-14252299.44,-0.0203659
2010-09-17,38.69,-0.0444554,3368.34,-34492161.58,-0.0738172
2010-09-20,37.63,-0.0273973,2453.43,-17749593.7,-0.0524901
2010-09-21,35.02,-0.0693596,2634.52,-76351698.42,-0.236918
2010-09-27,36.17,0.0328384,1629.17,13336068.0,0.0654036
2010-09-28,34.79,-0.0381532,1339.24,-36760341.78,-0.220515
2010-09-29,36.28,0.0428284,1476.13,7996090.53,0.043619
2010-09-30,37.68,0.0385888,1481.0,-12270317.4,-0.063153
2010-10-08,38.13,0.0119427,1404.73,-9548793.95,-0.0506114
2010-10-11,35.94,-0.0574351,1603.94,-16382471.24,-0.079191
2010-10-12,34.95,-0.0275459,1496.82,-15795340.04,-0.0856992
2010-10-13,34.99,0.00114449,881.763,-17064066.54,-0.158296
2010-10-14,37.01,0.0577308,3079.7,23177427.46,0.0580765
2010-10-15,35.05,-0.0529587,1683.28,-13371524.5,-0.0637333
2010-10-18,33.85,-0.0342368,1121.31,-6011733.97,-0.0454805
2010-10-19,35.65,0.0531758,1193.12,14376866.91,0.0971113
2010-10-20,36.58,0.026087,1165.7,-4225364.3,-0.0284097
2010-10-21,35.98,-0.0164024,681.019,-19611141.82,-0.228378
2010-10-22,35.9,-0.00222346,621.166,-3890457.52,-0.0494276
2010-10-25,37.35,0.04039,1118.54,8658347.01,0.0591986
2010-10-26,36.28,-0.0286479,1036.91,-20166763.14,-0.151699
2010-10-27,37.08,0.0220507,1278.24,5982263.33,0.0358615
2010-10-28,40.79,0.100054,2463.43,53416465.16,0.157365
2010-10-29,43.7,0.071341,2084.72,15820602.45,0.0504327
2010-11-01,43.8,0.00228833,1898.89,-20271199.13,-0.0684635
2010-11-02,42.65,-0.0262557,1191.35,-18143851.97,-0.0997028
2010-11-03,42.5,-0.003517,744.627,-5106827.25,-0.0463585
2010-11-04,44.52,0.0475294,863.457,10945887.97,0.0820179
2010-11-05,47.45,0.0658131,1123.54,14504425.59,0.078879
2010-11-08,49.5,0.0432034,1105.29,14473495.89,0.0771498
2010-11-09,48.1,-0.0282828,911.324,-36999280.06,-0.240855
2010-11-10,49.79,0.0351351,756.528,8196890.86,0.0630832
2010-11-11,47.12,-0.0536252,928.46,-33740355.95,-0.212907
2010-11-12,43.18,-0.0836163,1002.92,-42254075.73,-0.266469
2010-11-15,46.69,0.0812876,802.139,-1194700.82,-0.00942372
2010-11-16,46.0,-0.0147783,989.662,-22481739.63,-0.138399
2010-11-17,44.5,-0.0326087,454.544,-18452310.7,-0.255612
2010-11-18,44.53,0.000674157,514.392,15276994.61,0.190592
2010-11-19,47.57,0.0682686,984.283,6793883.09,0.0431433
2010-11-22,48.76,0.0250158,1611.67,-1991009.82,-0.00719049
2010-11-23,49.8,0.021329,1030.06,12700861.91,0.0719122
2010-11-24,50.59,0.0158635,752.306,-675079.77,-0.0051441
