opendate,trade,changeratio,turnover,netamount,ratioamount
2021-09-24,8.27,0.00486027,169.933,10857737.58,0.0284955
2021-09-27,8.37,0.0120919,153.484,5123176.58,0.0148466
2021-09-28,8.56,0.0227001,197.703,58222710.78,0.129211
2021-09-29,8.32,-0.0280374,137.32,-48979298.08,-0.15823
2021-09-30,8.38,0.00963855,82.0304,-4652519.21,-0.0252048
2021-10-08,8.52,0.0142857,121.519,11117003.78,0.040156
2021-10-11,8.51,-0.00117371,99.4782,-26001085.79,-0.114484
2021-10-12,8.26,-0.0305164,124.345,-66808718.29,-0.239975
2021-10-13,8.13,-0.0181159,91.1353,-16501713.16,-0.0826785
2021-10-14,7.55,-0.0690506,277.745,-86614072.29,-0.151522
2021-10-15,7.54,-0.0013245,92.5252,-827884.63,-0.00440135
2021-10-18,7.45,-0.00930851,94.1594,-20468371.18,-0.109009
2021-10-19,7.48,0.00402685,69.2013,844571.1,0.00607523
2021-10-20,7.6,0.0174029,104.441,24834888.45,0.11688
2021-10-21,7.49,-0.0131752,76.4604,-30496053.64,-0.196381
2021-10-22,7.49,0.0,66.2746,-16905063.8,-0.126504
2021-10-25,7.47,-0.00267023,67.8585,-11813159.76,-0.0869527
2021-10-26,7.57,0.0133869,81.1033,16519301.78,0.100448
2021-10-27,7.4,-0.021164,75.6723,-36706910.22,-0.241615
2021-10-28,7.23,-0.0282258,86.4951,-11515658.34,-0.0679418
2021-10-29,7.48,0.0360111,111.728,59070827.87,0.264058
2021-11-01,7.79,0.0414439,167.235,66843173.4,0.191912
2021-11-02,7.77,-0.00256739,121.744,9853492.32,0.0387008
2021-11-03,7.84,0.00900901,105.128,-20787620.1,-0.0934348
2021-11-04,8.09,0.0345269,141.144,59236245.13,0.193788
2021-11-05,8.16,0.00865266,148.972,36153259.84,0.110313
2021-11-08,8.21,0.00612745,110.874,28301657.88,0.115694
2021-11-09,8.19,-0.00243605,101.532,1789557.54,0.00801666
2021-11-10,8.3,0.013431,162.029,37937046.01,0.10416
2021-11-11,8.44,0.0168675,177.842,87380502.08,0.215827
2021-11-12,8.68,0.029656,263.744,168285792.99,0.275117
2021-11-15,8.86,0.0207373,261.954,100317965.84,0.16169
2021-11-16,8.68,-0.020316,214.388,8460674.06,0.0167068
2021-11-17,8.87,0.0242494,337.842,54400252.09,0.0672354
2021-11-18,8.76,-0.0124014,259.623,-22992734.7,-0.0369758
2021-11-19,8.81,0.00685714,190.073,-7438924.35,-0.0165319
2021-11-22,8.99,0.0215909,213.519,28733201.58,0.0556937
2021-11-23,8.92,-0.00778643,167.734,-29813837.24,-0.0740373
2021-11-24,9.07,0.0168161,287.579,77732856.56,0.10947
2021-11-25,8.8,-0.0297685,264.1,969559.04,0.00152877
2021-11-26,8.66,-0.0192525,187.923,-54207324.93,-0.122906
2021-11-29,8.93,0.0299885,362.353,80706910.16,0.0928407
2021-11-30,8.77,-0.0157127,196.177,-77240070.03,-0.165112
2021-12-01,8.94,0.0205479,181.218,63577583.78,0.146436
2021-12-02,8.73,-0.0234899,184.406,-96334104.65,-0.219806
2021-12-03,8.74,0.00229358,127.346,-1771016.34,-0.00590412
2021-12-06,8.55,-0.0228571,190.605,-41619816.37,-0.094322
2021-12-07,8.28,-0.0315789,248.101,-74342434.89,-0.133416
2021-12-08,9.09,0.100484,451.932,515836481.55,0.480708
2021-12-09,9.25,0.0176018,771.16,185472316.53,0.095169
2021-12-10,8.98,-0.0291892,528.45,-107427424.24,-0.0827931
2021-12-13,9.12,0.00773481,368.748,81096951.62,0.0895676
2021-12-14,9.09,-0.00328947,256.645,63466736.6,0.100475
2021-12-15,8.97,-0.0132013,204.283,-84934323.17,-0.170753
2021-12-16,8.97,-0.00111359,183.483,-28843819.49,-0.0649627
2021-12-17,8.73,-0.028921,235.091,-41606509.06,-0.0748639
2021-12-20,8.52,-0.0229358,171.827,-22514521.37,-0.0563706
2021-12-21,8.81,0.0328253,186.856,61604410.14,0.141371
2021-12-22,9.69,0.0998865,583.741,650122990.74,0.442948
2021-12-23,9.61,-0.00825593,794.893,95596359.49,0.0457599
2021-12-24,10.11,0.0498442,668.42,82399599.82,0.0459887
2021-12-27,9.97,-0.0138477,415.497,-69066439.77,-0.0615339
2021-12-28,9.8,-0.0160643,331.942,-105143439.72,-0.119066
