日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2021-12-21,002475,43.44,44.77,45.66,43.43,523564,2384098768.0,5.11,2.61,1.14,0.74
2021-12-22,002475,44.78,47.06,48.42,44.78,1128573,5392390912.0,8.13,5.12,2.29,1.6
2021-12-23,002475,47.76,48.26,48.56,46.51,704127,3421805696.0,4.36,2.55,1.2,1.0
2021-12-24,002475,47.78,48.8,49.36,47.78,638643,3165356976.0,3.27,1.12,0.54,0.91
2021-12-27,002475,48.56,47.96,50.14,47.67,587206,2890982304.0,5.06,-1.72,-0.84,0.83
2021-12-28,002475,48.08,47.44,48.56,46.67,519617,2501066528.0,3.94,-1.08,-0.52,0.74
2021-12-29,002475,47.74,46.97,47.74,46.28,398975,1901397008.0,3.08,-0.99,-0.47,0.57
2021-12-30,002475,46.26,47.77,48.36,46.03,640920,3093128784.0,4.96,1.7,0.8,0.91
2021-12-31,002475,47.81,48.46,48.84,47.04,541644,2651785712.0,3.77,1.44,0.69,0.77
2022-01-04,002475,49.46,50.26,50.58,48.08,884700,4442153984.0,5.16,3.71,1.8,1.25
2022-01-05,002475,49.36,47.47,49.71,45.92,1013601,4861484288.0,7.54,-5.55,-2.79,1.43
2022-01-06,002475,46.26,46.11,47.74,45.86,678722,3208550064.0,3.96,-2.86,-1.36,0.96
2022-01-07,002475,46.26,45.87,47.51,44.98,560945,2618795344.0,5.49,-0.52,-0.24,0.79
2022-01-10,002475,45.26,47.86,49.14,44.74,727215,3506114784.0,9.59,4.34,1.99,1.03
2022-01-11,002475,48.56,46.03,48.56,45.78,550489,2602080560.0,5.81,-3.82,-1.83,0.78
2022-01-12,002475,46.51,46.59,48.2,46.16,523558,2498239120.0,4.43,1.22,0.56,0.74
2022-01-13,002475,47.06,44.62,47.06,44.41,465832,2139747184.0,5.69,-4.23,-1.97,0.66
2022-01-14,002475,44.06,45.56,46.05,43.77,488528,2242659744.0,5.11,2.11,0.94,0.69
2022-01-17,002475,45.25,46.16,47.51,45.14,473098,2225462416.0,5.2,1.32,0.6,0.67
2022-01-18,002475,45.83,47.19,48.11,45.79,516139,2474772304.0,5.03,2.23,1.03,0.73
2022-01-19,002475,46.56,46.72,47.75,46.21,341324,1622243408.0,3.26,-1.0,-0.47,0.48
2022-01-20,002475,46.36,48.25,48.68,46.04,674569,3286982448.0,5.65,3.27,1.53,0.95
2022-01-21,002475,47.74,46.45,48.6,46.22,525964,2516425648.0,4.93,-3.73,-1.8,0.74
2022-01-24,002475,46.11,48.55,49.44,45.96,745837,3657342608.0,7.49,4.52,2.1,1.06
2022-01-25,002475,48.51,47.65,49.85,47.56,448630,2198796976.0,4.72,-1.85,-0.9,0.63
2022-01-26,002475,47.62,47.25,48.41,46.18,452209,2170292896.0,4.68,-0.84,-0.4,0.64
2022-01-27,002475,47.06,45.55,47.66,45.41,534463,2522121872.0,4.76,-3.6,-1.7,0.76
2022-01-28,002475,46.2,45.92,47.46,44.92,547357,2577842336.0,5.58,0.81,0.37,0.77
2022-02-07,002475,46.66,45.76,46.75,43.92,535843,2470849040.0,6.16,-0.35,-0.16,0.76
2022-02-08,002475,45.45,42.51,45.66,41.11,1149743,4935569920.0,9.94,-7.1,-3.25,1.63
2022-02-09,002475,42.46,43.09,43.5,41.82,579749,2524768240.0,3.95,1.36,0.58,0.82
2022-02-10,002475,43.06,42.97,44.46,42.7,424861,1877566992.0,4.08,-0.28,-0.12,0.6
2022-02-11,002475,42.63,40.31,42.63,40.17,827354,3458274320.0,5.72,-6.19,-2.66,1.17
2022-02-14,002475,41.08,41.16,42.96,40.66,877453,3730040288.0,5.71,2.11,0.85,1.24
2022-02-15,002475,41.18,44.63,44.65,41.14,860573,3824428336.0,8.53,8.43,3.47,1.22
2022-02-16,002475,44.86,43.32,45.06,43.16,572240,2546173776.0,4.26,-2.94,-1.31,0.81
2022-02-17,002475,43.21,43.55,43.91,42.47,422534,1863177680.0,3.32,0.53,0.23,0.6
2022-02-18,002475,43.14,42.81,43.34,42.36,288207,1251922848.0,2.25,-1.7,-0.74,0.41
2022-02-21,002475,42.42,42.17,42.71,41.76,347820,1490337744.0,2.22,-1.49,-0.64,0.49
2022-02-22,002475,40.46,40.87,41.0,38.78,903503,3687237904.0,5.26,-3.08,-1.3,1.28
2022-02-23,002475,41.04,42.26,42.59,41.04,482180,2062516640.0,3.79,3.4,1.39,0.68
2022-02-24,002475,42.38,41.87,42.85,41.16,430802,1841649776.0,4.0,-0.92,-0.39,0.61
2022-02-25,002475,42.26,42.53,43.56,42.26,429935,1877171120.0,3.1,1.58,0.66,0.61
2022-02-28,002475,42.2,42.69,43.18,41.98,303238,1309472912.0,2.82,0.38,0.16,0.43
2022-03-01,002475,42.19,42.26,42.71,41.39,336497,1438814672.0,3.09,-1.01,-0.43,0.48
2022-03-02,002475,42.04,40.15,42.12,39.76,680141,2793589648.0,5.58,-4.99,-2.11,0.96
2022-03-03,002475,40.31,38.29,40.41,37.78,853643,3344824432.0,6.55,-4.63,-1.86,1.21
2022-03-04,002475,37.76,37.53,38.62,37.03,668224,2562826000.0,4.15,-1.98,-0.76,0.94
2022-03-07,002475,36.56,35.42,36.72,35.14,782867,2865992720.0,4.21,-5.62,-2.11,1.11
2022-03-08,002475,35.61,36.18,37.06,34.79,885414,3255845584.0,6.41,2.15,0.76,1.25
2022-03-09,002475,36.22,36.71,36.99,34.67,729207,2695890864.0,6.41,1.46,0.53,1.03
2022-03-10,002475,37.74,36.42,38.16,36.38,767955,2905309280.0,4.85,-0.79,-0.29,1.09
2022-03-11,002475,35.43,35.06,35.61,33.76,1089742,3844937472.0,5.08,-3.73,-1.36,1.54
2022-03-14,002475,34.87,33.56,34.96,33.54,594462,2074905712.0,4.05,-4.28,-1.5,0.84
2022-03-15,002475,33.57,32.96,34.36,32.36,851185,2903290720.0,5.96,-1.79,-0.6,1.2
2022-03-16,002475,33.72,33.38,33.86,31.04,1318992,4392113664.0,8.56,1.27,0.42,1.87
2022-03-17,002475,34.26,33.96,34.76,33.41,945832,3299889664.0,4.04,1.74,0.58,1.34
2022-03-18,002475,33.73,34.16,34.95,33.47,565198,1977068688.0,4.36,0.59,0.2,0.8
2022-03-21,002475,35.47,34.35,35.54,34.07,597397,2119151312.0,4.3,0.56,0.19,0.84
2022-03-22,002475,34.35,34.18,34.76,33.98,374368,1312526304.0,2.27,-0.49,-0.17,0.53
2022-03-23,002475,34.35,34.45,34.63,33.69,392651,1374670448.0,2.75,0.79,0.27,0.56
2022-03-24,002475,34.07,33.65,34.21,33.56,379443,1307474912.0,1.89,-2.32,-0.8,0.54
2022-03-25,002475,33.96,32.85,34.06,32.78,428324,1457460640.0,3.8,-2.38,-0.8,0.61
2022-03-28,002475,32.31,32.01,32.92,31.87,455146,1499204864.0,3.2,-2.56,-0.84,0.64
2022-03-29,002475,32.41,30.01,32.45,29.71,1226813,3842475552.0,8.56,-6.25,-2.0,1.73
2022-03-30,002475,30.32,31.68,31.76,30.32,828596,2659781696.0,4.8,5.56,1.67,1.17
2022-03-31,002475,31.71,30.96,31.78,30.79,484207,1540344144.0,3.13,-2.27,-0.72,0.68
2022-04-01,002475,30.95,30.56,31.04,30.37,491136,1541628768.0,2.16,-1.29,-0.4,0.69
2022-04-06,002475,30.6,29.48,30.64,29.18,753534,2290681440.0,4.78,-3.53,-1.08,1.06
2022-04-07,002475,29.36,29.34,29.88,29.18,474293,1435411376.0,2.37,-0.47,-0.14,0.67
2022-04-08,002475,29.59,28.6,29.64,28.36,611762,1797615536.0,4.36,-2.52,-0.74,0.86
2022-04-11,002475,28.54,27.11,28.68,27.06,735957,2071080416.0,5.66,-5.21,-1.49,1.04
2022-04-12,002475,27.67,28.14,28.19,27.11,685628,1947835088.0,3.98,3.8,1.03,0.97
2022-04-13,002475,27.93,27.49,28.02,27.28,386584,1097877440.0,2.63,-2.31,-0.65,0.55
2022-04-14,002475,27.9,27.96,28.25,27.43,480468,1373653664.0,2.98,1.71,0.47,0.68
2022-04-15,002475,27.56,28.48,28.74,27.44,516606,1501485728.0,4.65,1.86,0.52,0.73
2022-04-18,002475,28.38,29.32,29.51,28.06,511027,1524068240.0,5.09,2.95,0.84,0.72
2022-04-19,002475,29.16,28.31,29.16,28.08,578442,1690636640.0,3.68,-3.44,-1.01,0.82
2022-04-20,002475,28.36,27.96,28.59,27.87,375595,1089481152.0,2.54,-1.24,-0.35,0.53
2022-04-21,002475,27.89,28.45,29.25,27.74,794134,2346070096.0,5.4,1.75,0.49,1.12
2022-04-22,002475,28.47,28.26,28.68,27.59,589167,1704233360.0,3.83,-0.67,-0.19,0.83
2022-04-25,002475,27.73,26.09,27.76,25.84,701378,1919939328.0,6.79,-7.68,-2.17,0.99
2022-04-26,002475,26.11,25.31,26.73,25.14,651187,1729263296.0,6.09,-2.99,-0.78,0.92
2022-04-27,002475,25.08,27.0,27.06,24.87,742372,2004841488.0,8.65,6.68,1.69,1.05
2022-04-28,002475,28.14,28.65,28.96,27.19,937659,2713866000.0,6.56,6.11,1.65,1.32
2022-04-29,002475,28.68,30.14,30.45,28.18,957451,2891651584.0,7.92,5.2,1.49,1.35
2022-05-05,002475,30.76,29.11,30.76,29.04,647347,1963378000.0,5.71,-3.42,-1.03,0.91
2022-05-06,002475,28.31,28.44,28.88,27.96,362871,1055316576.0,3.16,-2.3,-0.67,0.51
2022-05-09,002475,28.18,27.55,28.35,27.31,487905,1388524784.0,3.66,-3.13,-0.89,0.69
2022-05-10,002475,27.02,28.26,28.45,26.46,603903,1730364416.0,7.22,2.58,0.71,0.85
2022-05-11,002475,28.62,29.87,31.16,28.62,1129875,3488354768.0,8.99,5.7,1.61,1.6
2022-05-12,002475,29.56,29.6,30.05,29.16,531641,1610081536.0,2.98,-0.9,-0.27,0.75
2022-05-13,002475,29.76,29.49,29.92,29.01,380441,1145754064.0,3.07,-0.37,-0.11,0.54
2022-05-16,002475,29.87,29.01,30.51,28.76,504911,1520940000.0,5.93,-1.63,-0.48,0.71
2022-05-17,002475,29.06,29.74,29.82,28.86,485413,1463437968.0,3.31,2.52,0.73,0.69
2022-05-18,002475,29.76,29.59,30.02,29.16,410637,1244772352.0,2.89,-0.5,-0.15,0.58
2022-05-19,002475,28.97,29.64,29.68,28.92,353945,1065844656.0,2.57,0.17,0.05,0.5
2022-05-20,002475,30.24,30.25,30.56,29.44,633461,1955812368.0,3.78,2.06,0.61,0.89
2022-05-23,002475,30.11,29.61,30.39,29.23,519699,1575978688.0,3.83,-2.12,-0.64,0.73
2022-05-24,002475,29.58,28.32,30.24,28.26,649746,1942727600.0,6.69,-4.36,-1.29,0.92
2022-05-25,002475,28.32,28.53,28.75,28.0,396721,1151994320.0,2.65,0.74,0.21,0.56
2022-05-26,002475,28.53,29.86,30.81,27.79,1007808,3061831456.0,10.59,4.66,1.33,1.42
2022-05-27,002475,30.63,30.32,30.91,30.03,701100,2190509488.0,2.95,1.54,0.46,0.99
2022-05-30,002475,30.4,30.26,30.65,29.76,379371,1173305200.0,2.94,-0.2,-0.06,0.54
2022-05-31,002475,30.55,33.07,33.26,29.97,1240837,4082647520.0,10.87,9.29,2.81,1.75
2022-06-01,002475,32.76,32.05,33.06,31.86,746974,2466518208.0,3.63,-3.08,-1.02,1.06
2022-06-02,002475,31.84,32.76,32.94,31.7,651218,2167676816.0,3.87,2.22,0.71,0.92
2022-06-06,002475,34.27,35.06,35.82,34.08,1279159,4562465536.0,5.31,7.02,2.3,1.81
2022-06-07,002475,34.42,34.2,35.26,33.87,731458,2569737760.0,3.96,-2.45,-0.86,1.03
2022-06-08,002475,34.03,34.5,35.03,33.81,622298,2189040320.0,3.57,0.88,0.3,0.88
2022-06-09,002475,34.46,32.88,34.46,32.76,817041,2779719088.0,4.93,-4.7,-1.62,1.15
2022-06-10,002475,32.76,33.44,33.57,32.09,554690,1874907808.0,4.5,1.7,0.56,0.78
2022-06-13,002475,32.87,32.61,33.36,32.31,551007,1836027360.0,3.14,-2.48,-0.83,0.78
2022-06-14,002475,32.46,32.31,32.46,31.15,677974,2194200192.0,4.02,-0.92,-0.3,0.96
2022-06-15,002475,32.36,32.34,33.38,31.88,715983,2384782672.0,4.64,0.09,0.03,1.01
2022-06-16,002475,32.59,32.54,33.14,32.35,503610,1686339136.0,2.44,0.62,0.2,0.71
2022-06-17,002475,32.12,32.53,33.04,31.97,702590,2339778464.0,3.29,-0.03,-0.01,0.99
2022-06-20,002475,32.66,32.45,32.98,31.78,726050,2401590688.0,3.69,-0.25,-0.08,1.03
2022-06-21,002475,32.57,33.14,33.74,32.42,805407,2732917600.0,4.07,2.13,0.69,1.14
2022-06-22,002475,33.15,31.39,33.3,30.47,1420872,4567269888.0,8.54,-5.28,-1.75,2.01
2022-06-23,002475,31.26,31.41,31.48,30.61,936925,2980189728.0,2.77,0.06,0.02,1.32
2022-06-24,002475,31.59,31.67,32.26,31.42,797554,2592745216.0,2.67,0.83,0.26,1.13
2022-06-27,002475,31.66,32.19,32.42,31.24,919850,2996901376.0,3.73,1.64,0.52,1.3
2022-06-28,002475,32.07,33.36,33.41,31.78,959198,3190650576.0,5.06,3.63,1.17,1.36
2022-06-29,002475,33.34,31.98,33.52,31.94,777861,2596823696.0,4.74,-4.14,-1.38,1.1
2022-06-30,002475,31.86,33.05,33.35,31.85,707648,2372040976.0,4.69,3.35,1.07,1.0
2022-07-01,002475,33.17,33.37,34.23,32.97,778271,2669508928.0,3.81,0.97,0.32,1.1
2022-07-04,002475,32.76,31.86,32.79,31.67,1047002,3429975792.0,3.36,-4.53,-1.51,1.48
2022-07-05,002475,31.75,30.37,31.75,30.06,1579462,4934890240.0,5.3,-4.68,-1.49,2.23
2022-07-06,002475,30.37,30.12,30.66,29.94,767287,2377586992.0,2.37,-0.82,-0.25,1.08
2022-07-07,002475,30.06,31.62,31.99,29.16,1354986,4296353280.0,9.4,4.98,1.5,1.92
2022-07-08,002475,31.76,33.9,34.34,31.76,1883853,6518988544.0,8.16,7.21,2.28,2.66
2022-07-11,002475,33.73,32.87,33.84,32.56,789848,2668239568.0,3.78,-3.04,-1.03,1.12
2022-07-12,002475,32.88,32.66,33.1,32.36,576969,1930055908.05,2.25,-0.64,-0.21,0.82
2022-07-13,002475,32.55,31.94,33.05,31.66,591889,1933452459.88,4.26,-2.2,-0.72,0.84
2022-07-14,002475,31.84,32.02,32.48,31.22,446881,1459753629.85,3.94,0.25,0.08,0.63
2022-07-15,002475,32.03,32.37,33.42,31.43,666925,2222294331.24,6.21,1.09,0.35,0.94
2022-07-18,002475,32.39,31.87,32.72,30.87,747200,2411136611.65,5.72,-1.54,-0.5,1.06
2022-07-19,002475,31.26,31.79,31.97,31.07,620512,1990652161.42,2.82,-0.25,-0.08,0.88
2022-07-20,002475,32.0,31.33,32.49,31.18,584871,1890094469.62,4.12,-1.45,-0.46,0.83
2022-07-21,002475,31.13,31.28,31.94,30.87,509400,1636365038.48,3.42,-0.16,-0.05,0.72
2022-07-22,002475,31.35,30.54,31.37,30.14,631748,1973507410.44,3.93,-2.37,-0.74,0.89
2022-07-25,002475,30.54,30.17,30.67,30.07,303776,936910388.1,1.96,-1.21,-0.37,0.43
2022-07-26,002475,30.38,30.43,30.5,29.79,366645,1131516152.99,2.35,0.86,0.26,0.52
2022-07-27,002475,30.27,30.23,30.73,30.16,307494,951186248.09,1.87,-0.66,-0.2,0.43
2022-07-28,002475,30.32,32.9,33.31,30.32,1776892,5869650977.06,9.89,8.83,2.67,2.51
2022-07-29,002475,32.78,33.32,33.94,32.45,1144514,3896869616.37,4.53,1.28,0.42,1.62
2022-08-01,002475,33.33,35.32,35.8,32.57,1369138,4874906244.31,9.69,6.0,2.0,1.94
2022-08-02,002475,34.6,34.05,34.97,33.87,884814,3095057421.88,3.11,-3.6,-1.27,1.25
2022-08-03,002475,34.06,33.04,34.75,32.77,704274,2419355234.07,5.81,-2.97,-1.01,1.0
2022-08-04,002475,33.41,33.95,34.38,33.19,569503,1961552787.51,3.6,2.75,0.91,0.8
2022-08-05,002475,33.93,34.09,34.52,33.33,617019,2137491693.68,3.51,0.41,0.14,0.87
2022-08-08,002475,33.91,34.88,35.67,33.91,765234,2718643648.73,5.16,2.32,0.79,1.08
2022-08-09,002475,34.37,34.75,35.04,34.2,484894,1708301369.07,2.41,-0.37,-0.13,0.69
2022-08-10,002475,34.42,34.06,35.02,33.85,407577,1425698243.8,3.37,-1.99,-0.69,0.58
2022-08-11,002475,34.85,37.53,37.53,34.59,1485392,5515564568.09,8.63,10.19,3.47,2.1
2022-08-12,002475,37.07,36.33,37.65,36.27,901155,3376003907.62,3.68,-3.2,-1.2,1.27
2022-08-15,002475,36.53,36.66,37.89,36.17,902291,3409527897.2,4.73,0.91,0.33,1.28
2022-08-16,002475,36.29,36.0,37.08,35.62,795398,2921371062.68,3.98,-1.8,-0.66,1.12
2022-08-17,002475,36.23,37.79,38.47,35.41,1038908,3946662671.1,8.5,4.97,1.79,1.47
2022-08-18,002475,37.47,37.6,38.27,37.11,632259,2419328247.76,3.07,-0.5,-0.19,0.89
2022-08-19,002475,37.59,36.77,38.17,36.7,486645,1841054677.72,3.91,-2.21,-0.83,0.69
2022-08-22,002475,36.57,37.75,39.32,36.32,945840,3663496747.3,8.16,2.67,0.98,1.34
2022-08-23,002475,37.75,37.74,38.24,37.17,583536,2228988730.92,2.83,-0.03,-0.01,0.82
2022-08-24,002475,37.46,36.02,37.66,35.86,651393,2414163596.04,4.77,-4.56,-1.72,0.92
2022-08-25,002475,36.43,37.07,37.37,35.96,615124,2298835980.0,3.91,2.92,1.05,0.87
2022-08-26,002475,39.25,38.07,39.57,37.85,1473256,5806570578.16,4.64,2.7,1.0,2.08
2022-08-29,002475,37.42,38.0,38.98,37.19,641453,2484184645.69,4.7,-0.18,-0.07,0.91
2022-08-30,002475,38.02,37.2,38.03,36.37,546988,2063400821.02,4.37,-2.11,-0.8,0.77
2022-08-31,002475,36.87,36.89,37.45,36.27,531052,1993519213.02,3.17,-0.83,-0.31,0.75
2022-09-01,002475,36.77,35.27,37.23,35.27,572005,2088163637.84,5.31,-4.39,-1.62,0.81
2022-09-02,002475,35.56,37.27,37.92,35.31,659449,2469619210.48,7.4,5.67,2.0,0.93
2022-09-05,002475,37.15,37.32,37.65,36.14,428988,1619278129.3,4.05,0.13,0.05,0.61
2022-09-06,002475,37.2,36.21,37.36,35.88,665667,2458648205.24,3.97,-2.97,-1.11,0.94
2022-09-07,002475,36.13,35.7,36.34,35.47,751996,2738722217.69,2.4,-1.41,-0.51,1.06
2022-09-08,002475,35.97,35.65,36.46,35.13,550720,1996457722.99,3.73,-0.14,-0.05,0.78
2022-09-09,002475,35.55,35.61,35.87,34.66,444468,1602313086.42,3.39,-0.11,-0.04,0.63
2022-09-13,002475,36.47,36.14,37.57,36.08,754753,2823968551.4,4.18,1.49,0.53,1.07
2022-09-14,002475,35.32,34.83,35.55,34.77,522276,1865408122.0,2.16,-3.62,-1.31,0.74
2022-09-15,002475,34.87,34.28,35.02,33.65,458015,1595518058.02,3.93,-1.58,-0.55,0.65
2022-09-16,002475,33.87,33.55,34.49,33.38,430673,1484574138.38,3.24,-2.13,-0.73,0.61
2022-09-19,002475,33.17,33.19,33.36,32.05,696581,2327419859.12,3.9,-1.07,-0.36,0.98
2022-09-20,002475,33.57,32.87,33.79,31.87,551697,1835410237.49,5.78,-0.96,-0.32,0.78
2022-09-21,002475,32.54,32.17,32.99,31.87,601709,1976826229.38,3.41,-2.13,-0.7,0.85
2022-09-22,002475,31.8,31.54,32.16,31.4,530831,1714009100.48,2.36,-1.96,-0.63,0.75
2022-09-23,002475,31.61,31.26,32.03,30.9,458586,1467247943.58,3.58,-0.89,-0.28,0.65
2022-09-26,002475,30.92,31.05,31.75,30.87,396170,1260423624.99,2.82,-0.67,-0.21,0.56
2022-09-27,002475,31.05,31.27,31.29,30.46,500850,1583383149.12,2.67,0.71,0.22,0.71
2022-09-28,002475,30.87,29.93,31.01,29.89,588677,1819122284.84,3.58,-4.29,-1.34,0.83
2022-09-29,002475,30.47,29.68,30.5,29.42,491531,1494639157.23,3.61,-0.84,-0.25,0.69
2022-09-30,002475,29.27,28.77,29.59,28.49,657095,1942384189.57,3.71,-3.07,-0.91,0.93
2022-10-10,002475,28.77,27.37,28.87,27.32,616025,1749510558.45,5.39,-4.87,-1.4,0.87
2022-10-11,002475,27.37,27.12,27.57,26.77,492267,1367309413.14,2.92,-0.91,-0.25,0.69
2022-10-12,002475,27.17,27.99,28.01,26.87,575227,1612529134.43,4.2,3.21,0.87,0.81
2022-10-13,002475,27.74,27.9,28.45,27.61,614416,1760857989.95,3.0,-0.32,-0.09,0.87
2022-10-14,002475,28.27,28.96,29.21,28.0,684468,2003397505.27,4.34,3.8,1.06,0.97
2022-10-17,002475,28.49,29.87,29.99,28.43,504533,1515650079.64,5.39,3.14,0.91,0.71
2022-10-18,002475,30.17,29.14,30.5,29.1,477149,1434073991.16,4.69,-2.44,-0.73,0.67
2022-10-19,002475,28.84,28.56,29.18,28.37,424175,1244448153.96,2.78,-1.99,-0.58,0.6
2022-10-20,002475,28.53,28.47,29.04,27.85,526013,1532639782.48,4.17,-0.32,-0.09,0.74
2022-10-21,002475,28.47,27.76,28.54,27.62,501614,1431398354.67,3.23,-2.49,-0.71,0.71
2022-10-24,002475,27.76,26.97,28.32,26.58,670214,1874898712.3,6.27,-2.85,-0.79,0.95
2022-10-25,002475,27.37,26.95,27.52,26.78,488427,1356437528.2,2.74,-0.07,-0.02,0.69
2022-10-26,002475,27.07,27.37,27.82,26.69,489117,1368930134.24,4.19,1.56,0.42,0.69
